單位（12級）,一二級單位,單位序,原序,公文文號,登記單位,來文者/發文者,來文字號,來文日期,主旨,單位（僅一級）,單位（12級）,（承辦人）,承辦人員,發文時間,發文字號,年度號,分類號,案次號,卷次號,目次號,保存年限,媒體形式,數量（頁）,五層檔號,是否掃描,文件產生日期,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,65,65,0870012458,總收文,私立嶺東商業專科學校,嶺專浩體字第1056號,087/07/01,中華民國大專校院八十六學年度教職員工桌球錦標賽，承蒙貴校組隊參賽，使大會圓滿成功，謹此申謝。隨函檢附成績一覽表，請卓參。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0087,207,01,3,19,10,紙本,3,0087/207/01/3/19,（已掃描）,087/07/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,66,66,0870014656,總收文,國立高雄海洋技術學院,(87)高海院體字第5356號,087/11/30,檢送中華民國大專院校八十七學年度教職員工高爾夫球錦標賽，競賽規程及報名表乙份(如附件)，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0087,207,01,3,22,10,紙本,8,0087/207/01/3/22,（已掃描）,087/11/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,67,67,0870014774,總收文,國立高雄科學技術學院,國高科技體字第4308號,087/12/08,檢送本校承辦中華民國大專院校八十七學年度教職員工保齡球錦標賽競賽規程及報名表各乙份，敬請踴躍報名參加，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0087,207,01,3,23,10,紙本,7,0087/207/01/3/23,（已掃描）,087/12/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,68,68,0870014796,總收文,大葉大學,大葉(87)體字第033號,087/12/09,檢送中華民國大專院校八十七年度教職員工網球錦標賽競賽規程及報名表各乙份，敬請踴躍報名參加。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0087,207,01,3,24,10,紙本,10,0087/207/01/3/24,（已掃描）,087/12/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,69,69,0870014807,總收文,私立永達工商專科學校,(87)永達訓字第911號,087/12/10,檢送中華民國大專院校八十七學年度教職員工木球錦標賽，競賽規程及報名表乙份(如附件)，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0087,207,01,3,25,10,紙本,7,0087/207/01/3/25,（已掃描）,087/12/10,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,70,70,0870014845,總收文,元智大學,(87)元智體字第1125號,087/12/11,檢送八十七學年度全國大專院校教職員工慢速壘球錦標賽競賽規程及報名表(如附件)，請鼓勵貴屬踴躍組隊報名參加，共襄盛舉。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0087,207,01,3,26,10,紙本,8,0087/207/01/3/26,（已掃描）,087/12/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,71,71,0870001722,人事室,國立中央大學,,         ,同意本校副教授徐煋輝先生為貴會一九九八年莫斯科世界青少年運動會考察團團員，復請查照。,人事室,人事室,(宋炳榮),宋炳榮,087/06/05,(87)中大人字第1716號                          ,0087,207,01,6,20,10,紙本,1,0087/207/01/6/20,（已掃描）,         087/06/05,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,32,32,0880003284,人事室,國立中央大學,,         ,本校各單位自十月份起報支學生工讀金印領清冊時請檢附工讀時數記錄表(詳附件)。原檢附之工讀申請表因原於申請工讀時已簽會學務處，學務處並即建入檔案資料，故此一申請表由各單位留存，請查照並轉知貴屬同仁照辦。,人事室,人事室,(許惠敏),許惠敏,088/10/06,(88)中大人字第3271號                          ,0088,206,01,2,29,5,紙本,1,0088/206/01/2/29,（已掃描）,         088/10/06,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,72,72,0880010552,總收文,臺北市立體育學院,北市體虎體字第0513號,088/02/11,檢送本校辦理「中華民國大專院校八十七學年度教職員工羽球錦標賽」競賽規程，敬請貴校踴躍組隊報名參加，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0088,207,01,5,29,10,紙本,8,0088/207/01/5/29,（已掃描）,088/02/11,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,73,73,0880011522,總收文,國立政治大學,(八十八)政體字第1724號,088/04/30,檢送中華民國大專院校八十七學年度教職員工桌球錦標賽競賽規程及報名表各乙份(如附件)，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0088,207,01,5,30,10,紙本,13,0088/207/01/5/30,（已掃描）,088/04/30,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,74,74,0880011476,總收文,大葉大學,大葉(八八)體字第024號,088/04/28,檢送本校承辦中華民國大專院校八十七學年度教職員工籃球錦標賽競賽規程暨報名表，(如附件)各乙份，敬請踴躍報名參加。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0088,207,01,5,31,10,紙本,12,0088/207/01/5/31,（已掃描）,088/04/28,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,75,75,0880011798,總收文,中原大學,(八八)原體字第1206號,088/05/21,檢送中華民國北區大專院校八十七學年度教職員工高爾夫球錦標賽競賽規程及報名表各乙份，如附件，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0088,207,01,5,32,10,紙本,7,0088/207/01/5/32,（已掃描）,088/05/21,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,76,76,0880001680,人事室,國立中央大學,,         ,中華民國大專院校87學年度教職員工桌球錦標賽定於今(88)年六月二十一日至二十三日假國立政治大學體育館舉行，檢附本校男丙組及壯年組代表隊隊職員名單及競賽規程各乙份，請轉知所屬代表隊員準時參加集訓及比賽，以爭取團體榮譽。,人事室,人事室,(張惠珍),張惠珍,088/05/31,(88)中大人字第1723號                          ,0088,207,01,5,33,10,紙本,2,0088/207/01/5/33,（已掃描）,         088/05/31,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,77,77,0880014581,總收文,中華民國大專院校體育總會,(88)大體總活字第2028號,088/12/03,本(88)學年度教職員工單項錦標賽、啦啦隊錦標賽、大專院校運動社團嘉年華等項目，本學年度因九二一地震暫緩辦理，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0088,207,01,5,34,10,紙本,2,0088/207/01/5/34,（已掃描）,088/12/03,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,78,78,0880010500,總收文,明新技術學院,(八八)明世(學)字第812號,088/02/08,檢送中華民國八十九年全國大專院校教職員工高爾夫錦標賽競賽辦法，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0088,207,01,5,35,10,紙本,9,0088/207/01/5/35,（已掃描）,088/02/08,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,79,79,0900011520,總收文,大葉大學,大葉(90)體字第0508號,090/05/01,檢送本校承辦89學年度大專院校教職員工籃球錦標賽競賽規則暨報名表乙份，敬請轉知貴屬踴躍參加。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0090,207,01,2,22,10,紙本,7,0090/207/01/2/22,（已掃描）,090/05/01,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,80,80,0900011481,總收文,國立中山大學,(90)中體字第3591號,090/04/27,檢送「中華民國八十九學年度大專院校教職員羽球錦標賽」競賽規程及報名表各乙份(如附件)，敬請踴躍報名參加，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0090,207,01,2,23,10,紙本,10,0090/207/01/2/23,（已掃描）,090/04/27,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,81,81,0900011434,總收文,私立輔仁大學,(90)輔校學(二)字第90040924號,090/04/24,本校訂於九十年六月二十二日(星期五)舉辦在台復校首任校長于斌樞機主教百歲誕辰暨四十週年慶祝系列活動-第四屆輔大盃高爾夫球邀請賽，請鼓勵貴校教職員工與相關學生社團組隊參加，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0090,207,01,2,24,10,紙本,5,0090/207/01/2/24,（已掃描）,090/04/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,82,82,0900011572,總收文,中國文化大學,(90)校體字第1040號,090/05/02,本校辦理中華民國八十九學年度大專院校教職員工網球錦標賽，敬請鼓勵貴校教職員工踴躍報名參加，並准予公假，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0090,207,01,2,25,10,紙本,6,0090/207/01/2/25,（已掃描）,090/05/02,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,83,83,0900012924,總收文,陸軍軍官學校,(90)展負字第4174號,090/07/24,惠請貴校教職員橋藝社團組隊參加第十四屆大專院校教職員橋藝比賽，檢附報名辦法(內附表名表)，並給予參賽教職員差假，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0090,207,01,3,3,10,紙本,5,0090/207/01/3/3,（已掃描）,090/07/24,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
人事室,人事室,84,84,0900014609,總收文,清雲技術學院,(90)清軍字第2398號,090/11/14,敬邀貴校衛生保健組張主任明奇擔任本校「春暉專案」─學生煙害戒除教育講座，如說明，請查照。,人事室,人事室,(張惠珍),張惠珍,,                                        ,0090,207,01,4,19,10,紙本,2,0090/207/01/4/19,（已掃描）,090/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
土木系,土木系,1,85,0850010122,總收文,中華民國滑雪滑草協會,（85）華體滑字第007號,085/01/12,貴校學生簡群哲膺選為我國中日滑雪指導員訪問比賽代表，敬請惠允公假並核發學校同意書以利辦理出國手續為感。,工學院,土木系,(吳素貞),吳素貞,,                                        ,0085,204,01,2,8,5,紙本,2,0085/204/01/2/8,（已掃描）,085/01/12,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
土木系,土木系,2,86,0850010436,總收文,教育部,台（85）體（二）字第85010354號,085/02/07,中華民國滑雪滑草協會吳永義等五員（如附名冊）擬自費赴日本參賽，請惠予核發出國護照。,工學院,土木系,(吳素貞),吳素貞,,                                        ,0085,204,01,2,24,5,紙本,3,0085/204/01/2/24,（已掃描）,085/02/07,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
土木系,土木系,5,89,0850014214,總收文,國立屏東技術學院,85屏技工字第5224號,085/11/14,本校土木工程技術研究所謝啟萬所長及研究生等十多位，擬於民國八十五年十一月十五日中午十二點至貴校土木系參觀研究環境與設備，請惠予引導參觀。,工學院,土木系,(吳素貞),吳素貞,,                                        ,0085,204,01,4,35,5,紙本,2,0085/204/01/4/35,（已掃描）,085/11/14,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
土木系,土木系,31,115,0850010657,總收文,中華民國隧道協會籌備會,(85)隧協籌字第002號,085/02/29,本會將於近日舉行成立大會(開會通知另發)，請將說明中所列資料於八十五年三月六日前傳真或寄回本籌備會(電傳：七六三四五五五，地址：台北市南京東路五段一七一號)。,工學院,土木系,(吳素貞),吳素貞,,                                        ,0085,206,01,3,6,20,紙本,4,0085/206/01/3/6,（已掃描）,085/02/29,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
土木系,土木系,32,116,0850000771,工學院,國立中央大學,,         ,請援例提撥貴顧問社在本校設立之「中興土木、環工工程研究獎學金」八十五年二月至八十五年七月獎學金新台幣共計一二○、元正，請惠允見復。,工學院,土木系,(),,085/03/18,(85)中大工字第0751號                          ,0085,206,01,3,8,20,紙本,1,0085/206/01/3/8,（已掃描）,         085/03/18,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
土木系,土木系,33,117,0850000683,工學院,國立中央大學,,         ,請援例提撥貴基金會在本校設立之「中興工程科技研究發展基金會獎助學金」八十四學年度第二學期獎學金新台幣七八、○○○元正，請惠允見復。,工學院,土木系,(吳素貞),吳素貞,085/03/09,(85)中大工字第0656號                          ,0085,206,01,3,9,20,紙本,1,0085/206/01/3/9,（已掃描）,         085/03/09,□同意銷毀,□不同意銷毀：建議調整為___年,原因：
